uses	world	expression
16	IDEternity_01	(Spawn_Set == 2)
16	IDEternity_01	(Spawn_Set == 2) || (Spawn_Set == 3) || (Spawn_Set == 4) || (Spawn_Set == 6) || (Spawn_Set == 7) || (Spawn_Set == 8) || (Spawn_Set == 10)
16	IDEternity_01	(Spawn_Set == 2) || (Spawn_Set == 5) || (Spawn_Set == 11)
16	IDEternity_01	(Spawn_Set == 3) || (Spawn_Set == 4) || (Spawn_Set == 7) || (Spawn_Set == 8)
16	IDEternity_01	(Spawn_Set == 3) || (Spawn_Set == 6)
16	IDEternity_01	(Spawn_Set == 3) || (Spawn_Set == 9)
16	IDEternity_01	(Spawn_Set == 4) || (Spawn_Set == 6) || (Spawn_Set == 10)
16	IDEternity_01	(Spawn_Set == 4) || (Spawn_Set == 6) || (Spawn_Set == 8) || (Spawn_Set == 11)
16	IDEternity_01	(Spawn_Set == 4) || (Spawn_Set == 8) || (Spawn_Set == 10) || (Spawn_Set == 11)
16	IDEternity_01	(Spawn_Set == 5) || (Spawn_Set == 11) || (Spawn_Set == 12)
16	IDEternity_01	(Spawn_Set == 5) || (Spawn_Set == 6) || (Spawn_Set == 7) || (Spawn_Set == 8)
16	IDEternity_01	(Spawn_Set == 6) || (Spawn_Set == 7) || (Spawn_Set == 8)
16	IDEternity_01	(Spawn_Set == 7) || (Spawn_Set == 12)
16	IDEternity_01	(Spawn_Set == 8)
16	IDEternity_01	(Spawn_Set == 8) || (Spawn_Set == 12)
16	IDEternity_01	(Spawn_Set == 9) || (Spawn_Set == 10)
16	IDEternity_01	(Spawn_Set == 9) || (Spawn_Set == 10) || (Spawn_Set == 11) || (Spawn_Set == 12)
16	IDTransform	(level_check == 66) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 66) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 67) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 67) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 68) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 68) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 69) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 69) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 70) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 70) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 71) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 71) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 72) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 72) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 73) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 73) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 74) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 74) && (b_battle == 2) && (c_path_02 > 1)
16	IDTransform	(level_check == 75) && (b_battle == 1) && (c_path_02 > 1)
16	IDTransform	(level_check == 75) && (b_battle == 2) && (c_path_02 > 1)
16	IDEternity_War	(people_expand_con >= 2) && (96_bottom == 1)
16	IDEternity_War	(people_expand_con >= 2) && (96_top == 1)
16	ab1	D_BuildupLevel <= 7
16	ab1	L_BuildupLevel <= 7
16	idldf5b_td	Wave_Z1 == 1
16	df6	[SAVE]df6_v01 == 2
16	df6	[SAVE]df6_v02 == 2
16	df6	[SAVE]df6_v03 == 2
16	df6	[SAVE]df6_v04 == 2
16	ab1	[SAVE]v13==1
16	ab1	[SAVE]v14==1
16	ab1	[SAVE]v15==1
16	ab1	[SAVE]v16==1
16	iddc1_dreadgion	dreadgion_ship == 1
16	iddc1_dreadgion	dreadgion_ship_die_01 == 1
16	iddc1_dreadgion	dreadgion_ship_die_02 == 1
16	iddc1_dreadgion	dreadgion_ship_die_03 == 1
16	iddc1_dreadgion	dreadgion_ship_die_04 == 1
16	iddc1_dreadgion	dreadgion_weapon_a_atk > 1
16	iddc1_dreadgion	dreadgion_weapon_a_atk > 2
16	iddc1_dreadgion	dreadgion_weapon_a_atk > 3
16	iddc1_dreadgion	dreadgion_weapon_a_wave > 5
16	iddc1_dreadgion	dreadgion_weapon_a_wave > 8
16	iddc1_dreadgion	dreadgion_weapon_b_atk > 1
16	iddc1_dreadgion	dreadgion_weapon_b_atk > 3
16	iddc1_dreadgion	dreadgion_weapon_b_wave > 5
16	iddc1_dreadgion	dreadgion_weapon_b_wave > 8
16	IDEternity_03	heal > 2
16	iddc1_dreadgion	sub_buff_reset ==1
16	iddc1_dreadgion	turret_wave >2
15	IDEternity_01	(Spawn_Set == 1) || (Spawn_Set == 3) || (Spawn_Set == 5) || (Spawn_Set == 9)
15	IDEternity_01	(Spawn_Set == 4) || (Spawn_Set == 9) || (Spawn_Set == 10)
15	IDEternity_01	(Spawn_Set == 5) || (Spawn_Set == 6) || (Spawn_Set == 9) || (Spawn_Set == 10)
15	IDEternity_01	(Spawn_Set == 7) || (Spawn_Set == 8) || (Spawn_Set == 10)
15	GAb1_01	(v05 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v05 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v05 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v05 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v05 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v05 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v05 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v05 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v05 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v05 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v05 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v05 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v05 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v05 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v05 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v05 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v05 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v05 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v05 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v05 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v06 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v06 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v06 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v06 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v06 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v06 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v06 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v06 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v06 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v06 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v06 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v06 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v06 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v06 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v06 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v06 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v06 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v06 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v06 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v06 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v07 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v07 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v07 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v07 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v07 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v07 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v07 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v07 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v07 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v07 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v07 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v07 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v07 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v07 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v07 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v07 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v07 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v07 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v07 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v07 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v08 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v08 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v08 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v08 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v08 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v08 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v08 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v08 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v08 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v08 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v08 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v08 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v08 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v08 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v08 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v08 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v08 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v08 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v08 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v08 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v09 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v09 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v09 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v09 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v09 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v09 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v09 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v09 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v09 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v09 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v09 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v09 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v09 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v09 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v09 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v09 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v09 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v09 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v09 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v09 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v10 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v10 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v10 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v10 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v10 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v10 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v10 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v10 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v10 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v10 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v10 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v10 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v10 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v10 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v10 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v10 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v10 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v10 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v10 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v10 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v11 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v11 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v11 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v11 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v11 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v11 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v11 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v11 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v11 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v11 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v11 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v11 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v11 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v11 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v11 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v11 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v11 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v11 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v11 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v11 == 9) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v12 == 1) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v12 == 10) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v12 == 11) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v12 == 12) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v12 == 13) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v12 == 14) && (GAb1_PvPStatus == 1)
15	GAb1_03	(v12 == 15) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v12 == 16) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v12 == 17) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v12 == 18) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v12 == 19) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v12 == 2) && (GAb1_PvPStatus == 1)
15	GAb1_04	(v12 == 20) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v12 == 3) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v12 == 4) && (GAb1_PvPStatus == 1)
15	GAb1_01	(v12 == 5) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v12 == 6) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v12 == 7) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v12 == 8) && (GAb1_PvPStatus == 1)
15	GAb1_02	(v12 == 9) && (GAb1_PvPStatus == 1)
15	lf3	LF3_2_Village==3
15	iddramata_01	Phage2 >= 2
15	IDEternity_01	Race == 1
15	IDEternity_01	Race == 2
15	IDF6_LF1	con_AllArea_fire_road == 1
15	df6	df6_event_df_fail == 1
15	IDEternity_03	rock1_3 >= 4
15	idf5_td_war	v08_BOMB_01 == 1
14	idldf5b_td	(Race == 2) && (Wave_Z1 <= 4)
14	IDAb1_Ere	(boss_brother == 1) && (1round_end == 1)
14	IDAb1_Ere	(boss_brother == 4) && (1round_end == 1)
14	LDF4_Advance	(v13==2)
14	LDF4_Advance	(v13==3)
14	df3	DF3_2_Village==2
14	ab1	D_BuildupLevel <= 3
14	lf4	DirectPortalDest_52>=1
14	housing_df_personal	HDFP_ID_TOWN_A_1_LV==4
14	housing_df_personal	HDFP_ID_TOWN_A_2_LV==4
14	housing_df_personal	HDFP_ID_TOWN_A_3_LV==4
14	housing_df_personal	HDFP_ID_TOWN_A_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_1_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_2_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_3_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_4_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_5_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_6_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_7_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_8_LV==4
14	housing_df_personal	HDFP_ID_TOWN_B_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_10_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_11_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_1_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_2_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_3_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_4_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_5_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_6_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_7_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_8_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_9_LV==4
14	housing_df_personal	HDFP_ID_TOWN_C_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_A_1_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_A_2_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_A_3_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_A_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_1_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_2_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_3_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_4_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_5_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_6_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_7_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_8_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_B_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_10_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_11_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_1_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_2_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_3_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_4_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_5_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_6_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_7_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_8_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_9_LV==4
14	housing_lf_personal	HLFP_ID_TOWN_C_LV==4
14	df1	InterServer_Cond == 1
14	DF4_M	InterServer_Cond==0
14	lf3	LF3_1_Village==3
14	ab1	L_BuildupLevel <= 3
14	IDLDF5_Under_03	RACE == 1
14	IDLDF5_Under_03	RACE == 2
14	IDLuna_siege	RANDOM_BOMB_01>=1
14	IDLuna_siege	RANDOM_BOMB_02>=1
14	IDLuna_siege	RANDOM_BOMB_03>=1
14	IDLDF4Re_01	cSet_1_1_10 == 1
14	IDLDF4Re_01	cSet_1_1_11 == 1
14	IDLDF4Re_01	cSet_1_1_12 == 1
14	IDLDF4Re_01	cSet_1_1_4 == 1
14	IDLDF4Re_01	cSet_1_1_5 == 1
14	IDLDF4Re_01	cSet_1_1_6 == 1
14	IDInfinity	floor_13 >= 1
14	idldf5re_solo	game == 1
14	ldf5_fortress	gb02_2 == 1
14	ldf5_fortress	gb03_2 == 1
13	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (D_BuildupLevel >= 3)
13	ab1	(InterServer_Cond == 0) && (SpecialServer_Cond == 0) && (L_BuildupLevel >= 3)
13	IDDF2_Dflame_Event	(STAGE2_WAVE >= 20) && (STAGE2_END == 0)
13	IDEternity_01	(Spawn_Set == 1) || (Spawn_Set == 2) || (Spawn_Set == 4) || (Spawn_Set == 6) || (Spawn_Set == 8) || (Spawn_Set == 9) || (Spawn_Set == 11) || (Spawn_Set == 12)
13	IDEternity_01	(Spawn_Set == 1) || (Spawn_Set == 9) || (Spawn_Set == 11)
13	IDEternity_01	(Spawn_Set == 2) || (Spawn_Set == 3) || (Spawn_Set == 6)
13	IDEternity_01	(Spawn_Set == 2) || (Spawn_Set == 4) || (Spawn_Set == 6) || (Spawn_Set == 8) || (Spawn_Set == 10) || (Spawn_Set == 12)
13	IDEternity_01	(Spawn_Set == 3) || (Spawn_Set == 5) || (Spawn_Set == 7)
13	idarena	Condition_S3_L >= 25
13	idarena	Condition_S4 >= 18
13	df3	DF3_1_Village==2
13	ab1	D_BuildupLevel <= 4
13	lf2	LF2_1_Village==3
13	lf2	LF2_2_Village==3
13	ab1	L_BuildupLevel <= 4
13	iddramata_01	Phage4 >= 5
13	DF4_M	[SAVE]df4_v01 == 2
13	DF4_M	[SAVE]df4_v01 == 3
13	DF4_M	[SAVE]df4_v02 == 2
13	DF4_M	[SAVE]df4_v02 == 3
13	DF4_M	[SAVE]df4_v03 == 2
13	DF4_M	[SAVE]df4_v03 == 3
13	DF4_M	[SAVE]df4_v04 == 2
13	DF4_M	[SAVE]df4_v04 == 3
13	DF4_M	[SAVE]df4_v05 == 2
13	DF4_M	[SAVE]df4_v05 == 3
13	DF4_M	[SAVE]df4_v06 == 2
13	DF4_M	[SAVE]df4_v06 == 3
13	DF4_M	[SAVE]df4_v07 == 2
13	DF4_M	[SAVE]df4_v07 == 3
13	df6	df6_event_end == 1
13	LDF4_Advance	village_dr_bm == 1
13	LDF4_Advance	village_dr_km == 1
13	LDF4_Advance	village_dr_km == 2
13	LDF4_Advance	village_dr_km == 3
12	IDEternity_03	((waveend > 45) && (waveend < 59))
12	IDEternity_03	((waveend > 57) && (waveend < 70))
12	IDSweep_02	(1STAGE_START>=19) && (SpecialServer_Cond == 0)
12	IDSweep_02	(1STAGE_START>=19) && (SpecialServer_Cond == 1)
12	IDSweep_02	(1STAGE_START>=23) && (SpecialServer_Cond == 0)
12	IDSweep_02	(1STAGE_START>=23) && (SpecialServer_Cond == 1)
12	ldf5a	(5011_Mercenary01==1) && (5011==2)
12	ldf5a	(5011_Mercenary01==1) && (5011==3)
12	idstation	(IDStation_Score <= 11) && (IDStation_Score >= 4)
12	idstation	(IDStation_Score <= 11) && (IDStation_Score >= 5)
12	IDSeal_Q	(RACE == 1) && (SCENE == 6)
12	IDSeal_Q	(RACE == 2) && (SCENE == 6)
12	IDDF2_Dflame_Event	(STAGE1_END == 1) && (STAGE2_END == 0)
12	IDDF2_Dflame_Event	(STAGE1_WAVE >= 11) && (STAGE1_END == 0)
12	IDDF2_Dflame_Event	(STAGE3_WAVE >= 14) && (BOSSROOM_START == 0)
12	IDDF2_Dflame_Event	(STAGE3_WAVE >= 2) && (BOSSROOM_START == 0)
12	IDDF2_Dflame_Event	(STAGE3_WAVE >= 20) && (BOSSROOM_START == 0)
12	IDDF2_Dflame_Event	(STAGE3_WAVE >= 26) && (BOSSROOM_START == 0)
12	IDDF2_Dflame_Event	(STAGE3_WAVE >= 8) && (BOSSROOM_START == 0)
12	IDEvent_def	(Wave_1_Start == 1) && (SpecialServer_Cond == 0)
12	IDEvent_def	(Wave_1_Start == 1) && (SpecialServer_Cond == 1)
12	IDEvent_def	(Wave_3 >= 15) && (SpecialServer_Cond == 0)
12	IDEvent_def	(Wave_3 >= 15) && (SpecialServer_Cond == 1)
12	IDAb1_Ere	(equip_attack == 1) && (equip_defend == 1)
12	IDAb1_Ere	(equip_attack == 1) && (equip_defend == 2)
12	IDAb1_Ere	(equip_attack == 2) && (equip_defend == 1)
12	IDAb1_Ere	(equip_attack == 2) && (equip_defend == 2)
12	df6	(f6_event_b == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_b2 == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_c == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_d == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_e == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_f == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_f2 == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_g == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_h == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	df6	(f6_event_i == 1) && (f6_event_kill >= 22) && (f6_event_kill <= 25)
12	IDTransform	(level_check == 66) && (a_battle == 1) && (a_path_02 > 1)
12	IDTransform	(level_check == 66) && (a_battle == 2) && (a_path_02 > 1)
12	IDTransform	(level_check == 66) && (a_room == 1)
12	IDTransform	(level_check == 66) && (a_room == 2)
12	IDTransform	(level_check == 66) && (a_room == 3)
12	IDTransform	(level_check == 66) && (a_room == 4)
12	IDTransform	(level_check == 66) && (b_room == 1)
12	IDTransform	(level_check == 66) && (b_room == 2)
12	IDTransform	(level_check == 66) && (b_room == 3)
12	IDTransform	(level_check == 66) && (b_room == 4)
12	IDTransform	(level_check == 66) && (c_room == 1)
12	IDTransform	(level_check == 66) && (c_room == 2)
12	IDTransform	(level_check == 66) && (c_room == 3)
12	IDTransform	(level_check == 66) && (c_room == 4)
12	IDTransform	(level_check == 66) && (c_room == 5)
12	IDTransform	(level_check == 66) && (c_room == 6)
12	IDTransform	(level_check == 66) && (c_room == 7)
12	IDTransform	(level_check == 66) && (c_room == 8)
12	IDTransform	(level_check == 67) && (a_battle == 1) && (a_path_02 > 1)
12	IDTransform	(level_check == 67) && (a_battle == 2) && (a_path_02 > 1)
12	IDTransform	(level_check == 67) && (a_room == 1)
12	IDTransform	(level_check == 67) && (a_room == 2)
12	IDTransform	(level_check == 67) && (a_room == 3)
12	IDTransform	(level_check == 67) && (a_room == 4)
12	IDTransform	(level_check == 67) && (b_room == 1)
12	IDTransform	(level_check == 67) && (b_room == 2)
12	IDTransform	(level_check == 67) && (b_room == 3)
12	IDTransform	(level_check == 67) && (b_room == 4)
12	IDTransform	(level_check == 67) && (c_room == 1)
12	IDTransform	(level_check == 67) && (c_room == 2)
